AccountNo;BetDate;ClassId;CategoryId;Source;BetCount;Bet_Amt;Win_Amt;Product;;;;;;;;;;;;;;;;
01196ZZ   ;16/10/2012;36;5;I;5;225;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;10/11/2012;2;9;I;3;225;175;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;13/12/2012;22528_PRCH;22528;I;2;225;0;Casino;;;;;;;;;;;;;;;;
01152SJ   ;15/09/2012;22527_PRCH;22527;I;2;223,3667;0;Poker;;;;;;;;;;;;;;;;
00497XG   ;30/12/2012;601;0;I;85;222,4;156,5;Games;;;;;;;;;;;;;;;;
00J381    ;30/09/2012;42;4;M;1;220;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;27/10/2012;2;9;M;2;220;600;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;27/10/2012;1;5;N;2;220;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;27/10/2012;2;9;N;2;220;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;27/10/2012;323;9;M;2;220;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;19/12/2012;2;9;M;1;220;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;25/10/2012;274;5;I;2;220;0;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;17/12/2012;22528_PRCH;22528;I;5;216,3966;0;Casino;;;;;;;;;;;;;;;;
01284UW   ;25/12/2012;274;5;I;6;216;12,69;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;30/10/2012;22528_PRCH;22528;I;1;215,4744;0;Casino;;;;;;;;;;;;;;;;
01284UW   ;25/12/2012;1;5;I;13;213;41,37;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;20/10/2012;1;5;M;1;212;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;18/10/2012;2;9;I;1;207;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;23/11/2012;40;6;M;2;205,94;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;23/09/2012;2;9;M;1;204;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;09/11/2012;2;9;M;1;202,25;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;15/09/2012;22512_XFER;22512;I;101;202;127,1;Vegas;;;;;;;;;;;;;;;;
00C017    ;15/09/2012;22527_PRCH;22527;I;1;200;0;Poker;;;;;;;;;;;;;;;;
00C017    ;29/09/2012;22527_PRCH;22527;I;2;200;0;Poker;;;;;;;;;;;;;;;;
00C017    ;25/10/2012;22527_PRCH;22527;I;1;200;0;Poker;;;;;;;;;;;;;;;;
00C017    ;24/11/2012;2;9;I;4;200;400;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;06/09/2012;323;9;N;2;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;08/09/2012;2;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;09/09/2012;323;9;N;1;200;406,25;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;11/09/2012;323;9;N;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;14/09/2012;2;9;N;1;200;568,75;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;24/09/2012;2;9;N;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;30/09/2012;323;9;N;1;200;3300,78;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;05/10/2012;2;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;06/10/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;08/10/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;09/10/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;11/10/2012;2;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;14/10/2012;323;9;M;2;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;16/10/2012;2;9;N;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;24/10/2012;323;9;M;2;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;25/10/2012;2;9;M;2;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;05/11/2012;2;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;10/11/2012;2;9;N;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;14/11/2012;40;6;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;17/11/2012;5;11;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;18/11/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;20/11/2012;323;9;N;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;25/11/2012;1;5;N;4;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;26/11/2012;2;9;M;1;200;700;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;30/11/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;01/12/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;08/12/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;11/12/2012;1;5;I;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;11/12/2012;323;9;M;1;200;528,13;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;14/12/2012;2;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;16/12/2012;1;5;N;2;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;17/12/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;23/12/2012;323;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
01148BP   ;10/09/2012;2;9;I;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
01148BP   ;11/09/2012;2;9;N;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
01148BP   ;19/09/2012;2;9;I;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
01148BP   ;30/09/2012;2;9;M;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
01148BP   ;31/10/2012;2;9;N;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
01148BP   ;22/11/2012;2;9;I;1;200;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;20/10/2012;22528_PRCH;22528;I;1;200;0;Casino;;;;;;;;;;;;;;;;
01196ZZ   ;07/12/2012;22512_XFER;22512;I;2;200;0;Vegas;;;;;;;;;;;;;;;;
01196ZZ   ;21/12/2012;22512_XFER;22512;I;1;200;0;Vegas;;;;;;;;;;;;;;;;
01284UW   ;30/10/2012;36;5;I;2;200;0;Sportsbook;;;;;;;;;;;;;;;;
00C017    ;18/09/2012;22527_PRCH;22527;I;1;190;0;Poker;;;;;;;;;;;;;;;;
00C017    ;21/10/2012;22527_PRCH;22527;I;2;190;0;Poker;;;;;;;;;;;;;;;;
01152SJ   ;10/10/2012;22528_PRCH;22528;I;1;186,6368;0;Casino;;;;;;;;;;;;;;;;
01152SJ   ;04/11/2012;22528_PRCH;22528;I;1;186,544;0;Casino;;;;;;;;;;;;;;;;
00J381    ;08/09/2012;2;9;N;1;180;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;27/09/2012;2;9;M;2;180;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;20/10/2012;323;9;M;1;180;402,19;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;16/11/2012;323;9;M;1;180;1608,75;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;29/12/2012;1;5;M;3;180;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;29/09/2012;1;5;I;5;180;91,67;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;17/11/2012;2;9;M;1;178;0;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;13/12/2012;22528_PRCH;22528;I;4;174,0428;0;Casino;;;;;;;;;;;;;;;;
01152SJ   ;19/10/2012;22528_PRCH;22528;I;1;171,9011;0;Casino;;;;;;;;;;;;;;;;
00J381    ;30/09/2012;1;5;M;4;170;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;30/11/2012;2;9;N;1;170;0;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;20/09/2012;22528_PRCH;22528;I;1;160,0591;0;Casino;;;;;;;;;;;;;;;;
00C017    ;28/10/2012;22527_PRCH;22527;I;1;160;0;Poker;;;;;;;;;;;;;;;;
00J381    ;19/10/2012;2;9;N;1;160;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;29/12/2012;;0;N;1;160;0;#NV;;;;;;;;;;;;;;;;
01196ZZ   ;23/09/2012;1;5;M;2;160;300,91;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;29/09/2012;1;5;M;5;155;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;08/12/2012;46;5;I;14;155;97,75;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;10/09/2012;45;17;M;1;153,63;0;Sportsbook;;;;;;;;;;;;;;;;
00C017    ;10/11/2012;22527_PRCH;22527;I;2;152,99;0;Poker;;;;;;;;;;;;;;;;
00357DG   ;05/12/2012;635;0;I;33;151;41,6;Games;;;;;;;;;;;;;;;;
00J381    ;26/11/2012;323;9;M;1;150,31;1343,4;Sportsbook;;;;;;;;;;;;;;;;
00C017    ;16/09/2012;22527_PRCH;22527;I;2;150;0;Poker;;;;;;;;;;;;;;;;
00C017    ;04/12/2012;22527_PRCH;22527;I;1;150;0;Poker;;;;;;;;;;;;;;;;
00C017    ;12/12/2012;22527_PRCH;22527;I;2;150;0;Poker;;;;;;;;;;;;;;;;
00C017    ;23/12/2012;22527_PRCH;22527;I;1;150;0;Poker;;;;;;;;;;;;;;;;
00J381    ;02/09/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;03/09/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;12/09/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;14/09/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;15/09/2012;1;5;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;15/09/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;18/09/2012;2;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;19/09/2012;2;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;20/09/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;20/09/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;23/09/2012;40;6;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;26/09/2012;2;9;M;2;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;26/09/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;04/10/2012;42;4;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;06/10/2012;2;9;M;1;150;1406,25;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;13/10/2012;40;6;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;13/10/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;16/10/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;19/10/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;21/10/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;25/10/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;26/10/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;01/11/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;19/11/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;21/11/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;21/11/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;22/11/2012;2;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;24/11/2012;;0;N;1;150;0;#NV;;;;;;;;;;;;;;;;
00J381    ;25/11/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;29/11/2012;2;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;29/11/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;02/12/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;03/12/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;07/12/2012;2;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;07/12/2012;323;9;N;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;13/12/2012;323;9;M;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;14/10/2012;1;5;I;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;01/11/2012;274;5;I;1;150;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;08/12/2012;22512_XFER;22512;I;19;148;17,3;Vegas;;;;;;;;;;;;;;;;
01284UW   ;27/10/2012;46;5;I;3;145;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;17/09/2012;40;6;M;1;143,13;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;13/11/2012;46;5;I;15;141,5;192,41;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;04/09/2012;2;9;N;1;140;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;09/09/2012;40;6;N;1;140;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;22/09/2012;2;9;N;1;140;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;22/09/2012;323;9;M;1;140;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;25/09/2012;323;9;M;1;140;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;18/10/2012;2;9;N;1;140;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;31/10/2012;274;5;I;2;140;0;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;07/09/2012;22527_PRCH;22527;I;1;138,5216;0;Poker;;;;;;;;;;;;;;;;
01152SJ   ;18/12/2012;22527_PRCH;22527;I;1;137,5665;0;Poker;;;;;;;;;;;;;;;;
01152SJ   ;17/12/2012;22527_PRCH;22527;I;1;135,7116;0;Poker;;;;;;;;;;;;;;;;
00C017    ;29/12/2012;22508_STKE;22508;I;26;133,5;0;Bingo;;;;;;;;;;;;;;;;
00J381    ;05/11/2012;323;9;M;1;130;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;30/11/2012;323;9;N;1;130;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;06/12/2012;323;9;M;1;130;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;26/11/2012;182;0;I;63;126;91,66;Games;;;;;;;;;;;;;;;;
01152SJ   ;08/09/2012;22528_PRCH;22528;I;1;125,6834;0;Casino;;;;;;;;;;;;;;;;
01152SJ   ;30/10/2012;22527_PRCH;22527;I;1;125,4347;0;Poker;;;;;;;;;;;;;;;;
00J381    ;29/09/2012;323;9;M;1;125;0;Sportsbook;;;;;;;;;;;;;;;;
01148BP   ;03/10/2012;2;9;N;1;125;0;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;24/10/2012;22528_PRCH;22528;I;1;124,8284;0;Casino;;;;;;;;;;;;;;;;
01152SJ   ;27/11/2012;22528_PRCH;22528;I;1;124,7738;0;Casino;;;;;;;;;;;;;;;;
00C017    ;05/09/2012;22527_PRCH;22527;I;1;122;0;Poker;;;;;;;;;;;;;;;;
01284UW   ;24/12/2012;274;5;I;7;121,7;0,46;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;27/12/2012;2;9;M;1;120,38;0;Sportsbook;;;;;;;;;;;;;;;;
00C017    ;10/09/2012;22527_PRCH;22527;I;1;120;0;Poker;;;;;;;;;;;;;;;;
00C017    ;14/11/2012;22527_PRCH;22527;I;1;120;0;Poker;;;;;;;;;;;;;;;;
00J381    ;08/09/2012;323;9;N;1;120;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;14/09/2012;323;9;N;1;120;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;27/09/2012;323;9;M;2;120;625,63;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;29/09/2012;2;9;M;1;120;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;18/10/2012;323;9;N;1;120;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;23/10/2012;275;5;N;1;120;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;27/10/2012;323;9;N;1;120;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;03/11/2012;323;9;I;1;120;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;20/11/2012;638;0;I;58;116;90;Games;;;;;;;;;;;;;;;;
00J381    ;22/09/2012;;0;N;1;116;1036,75;#NV;;;;;;;;;;;;;;;;
01284UW   ;04/12/2012;274;5;I;3;115;91,88;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;03/11/2012;323;9;N;1;110;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;13/10/2012;3;8;M;2;105;52,5;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;23/12/2012;274;5;I;4;102;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;07/12/2012;323;9;M;1;100,07;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;17/11/2012;275;5;I;2;100;0;Sportsbook;;;;;;;;;;;;;;;;
00C017    ;06/09/2012;22527_PRCH;22527;I;1;100;0;Poker;;;;;;;;;;;;;;;;
00C017    ;09/09/2012;22527_PRCH;22527;I;1;100;0;Poker;;;;;;;;;;;;;;;;
00C017    ;10/10/2012;22527_PRCH;22527;I;1;100;0;Poker;;;;;;;;;;;;;;;;
00C017    ;06/11/2012;22527_PRCH;22527;I;1;100;0;Poker;;;;;;;;;;;;;;;;
00C017    ;11/11/2012;22527_PRCH;22527;I;1;100;0;Poker;;;;;;;;;;;;;;;;
00J381    ;04/09/2012;323;9;M;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;11/09/2012;2;9;N;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;26/09/2012;1;5;M;2;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;28/09/2012;40;6;M;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;04/10/2012;40;6;M;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;09/10/2012;2;9;M;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;28/10/2012;323;9;N;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;31/10/2012;2;9;N;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;31/10/2012;323;9;N;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;10/11/2012;1;5;N;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;15/11/2012;323;9;N;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;22/11/2012;275;5;N;2;100;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;24/11/2012;323;9;M;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;01/09/2012;2;9;I;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;01/09/2012;22528_PRCH;22528;I;1;100;0;Casino;;;;;;;;;;;;;;;;
01196ZZ   ;24/09/2012;1;5;M;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;06/10/2012;10;16;I;1;100;1000;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;20/10/2012;323;9;I;1;100;350;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;02/11/2012;2;9;I;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;18/11/2012;1;5;I;2;100;275;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;08/12/2012;3;8;I;1;100;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;18/12/2012;22512_XFER;22512;I;2;100;0;Vegas;;;;;;;;;;;;;;;;
01284UW   ;03/12/2012;274;5;I;8;100;276;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;05/10/2012;22527_PRCH;22527;I;1;99,3357;0;Poker;;;;;;;;;;;;;;;;
00C017    ;19/10/2012;22508_STKE;22508;I;11;97,2;0;Bingo;;;;;;;;;;;;;;;;
00357DG   ;13/11/2012;612;0;I;16;96;35,25;Games;;;;;;;;;;;;;;;;
01284UW   ;09/11/2012;46;5;I;10;92;67,2;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;19/11/2012;638;0;I;45;90;19,5;Games;;;;;;;;;;;;;;;;
01196ZZ   ;18/11/2012;3;8;I;1;90;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;11/12/2012;1;5;I;3;90;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;25/12/2012;46;5;I;3;88;186,9;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;14/11/2012;36;5;I;11;83,1;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;17/11/2012;635;0;I;29;82;32,3;Games;;;;;;;;;;;;;;;;
01152SJ   ;19/09/2012;22527_PRCH;22527;I;2;80,0838;0;Poker;;;;;;;;;;;;;;;;
00J381    ;16/09/2012;46;5;M;1;80;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;28/09/2012;385;6;M;1;80;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;23/10/2012;275;5;M;1;80;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;04/11/2012;1;5;M;1;80;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;26/10/2012;612;0;I;38;76;26,25;Games;;;;;;;;;;;;;;;;
01284UW   ;30/11/2012;1;5;I;3;76;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;09/11/2012;274;5;I;7;75;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;14/11/2012;601;0;I;17;72;20,5;Games;;;;;;;;;;;;;;;;
00J381    ;12/12/2012;2;9;M;1;70,13;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;26/12/2012;1;5;I;8;68;19,61;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;22/12/2012;274;5;I;6;67;125,63;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;20/11/2012;601;0;I;32;64;15;Games;;;;;;;;;;;;;;;;
01284UW   ;02/12/2012;40;6;I;3;64;0;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;05/09/2012;22528_PRCH;22528;I;1;62,9802;0;Casino;;;;;;;;;;;;;;;;
01152SJ   ;14/09/2012;22527_PRCH;22527;I;1;62,1504;0;Poker;;;;;;;;;;;;;;;;
01152SJ   ;20/10/2012;22528_PRCH;22528;I;1;62,004;0;Casino;;;;;;;;;;;;;;;;
01152SJ   ;28/09/2012;22528_PRCH;22528;I;1;61,8276;0;Casino;;;;;;;;;;;;;;;;
00357DG   ;30/11/2012;638;0;I;30;60;40,25;Games;;;;;;;;;;;;;;;;
00J381    ;25/09/2012;2;9;M;1;60;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;25/09/2012;22528_PRCH;22528;I;1;60;0;Casino;;;;;;;;;;;;;;;;
01196ZZ   ;27/10/2012;1;5;I;2;60;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;28/12/2012;274;5;I;10;58,2;74,18;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;28/10/2012;46;5;I;8;58;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;19/12/2012;274;5;I;3;55;99,5;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;29/12/2012;1;5;I;14;54,97;17,02;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;21/10/2012;2;9;M;1;50,19;0;Sportsbook;;;;;;;;;;;;;;;;
00C017    ;22/09/2012;22527_PRCH;22527;I;1;50;0;Poker;;;;;;;;;;;;;;;;
00J381    ;04/10/2012;2;9;M;1;50;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;12/10/2012;36;5;M;2;50;0;Sportsbook;;;;;;;;;;;;;;;;
00J381    ;04/11/2012;1;5;N;2;50;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;13/10/2012;10;16;M;5;50;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;24/11/2012;22528_PRCH;22528;I;1;50;0;Casino;;;;;;;;;;;;;;;;
01284UW   ;13/11/2012;1;5;I;6;50;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;24/12/2012;1;5;I;5;50;0;Sportsbook;;;;;;;;;;;;;;;;
00357DG   ;10/11/2012;22508_STKE;22508;I;27;49,8;0;Bingo;;;;;;;;;;;;;;;;
00775SM   ;25/09/2012;452;0;I;24;49,25;27,75;Games;;;;;;;;;;;;;;;;
00357DG   ;14/11/2012;638;0;I;24;48;9,25;Games;;;;;;;;;;;;;;;;
01284UW   ;25/12/2012;273;3;I;2;46;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;27/11/2012;46;5;I;8;41;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;06/12/2012;46;5;I;6;40,3;95,7;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;23/09/2012;2;9;M;1;40;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;23/09/2012;22528_PRCH;22528;I;1;40;0;Casino;;;;;;;;;;;;;;;;
01196ZZ   ;23/10/2012;1;5;I;5;40;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;10/11/2012;1;5;I;2;40;0;Sportsbook;;;;;;;;;;;;;;;;
01196ZZ   ;26/11/2012;22528_PRCH;22528;I;2;40;0;Casino;;;;;;;;;;;;;;;;
01196ZZ   ;13/12/2012;3;8;I;1;40;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;27/11/2012;1;5;I;7;39,51;0;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;03/12/2012;1;5;I;4;39,3;0;Sportsbook;;;;;;;;;;;;;;;;
00775SM   ;13/10/2012;22512_XFER;22512;I;20;39;9;Vegas;;;;;;;;;;;;;;;;
01284UW   ;03/12/2012;36;5;I;6;38;90;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;19/12/2012;1;5;I;3;38;16,21;Sportsbook;;;;;;;;;;;;;;;;
01284UW   ;08/12/2012;1;5;I;7;37;0;Sportsbook;;;;;;;;;;;;;;;;
00775SM   ;29/09/2012;452;0;I;25;36,5;33;Games;;;;;;;;;;;;;;;;
00775SM   ;18/09/2012;452;0;I;16;34,75;2,25;Games;;;;;;;;;;;;;;;;
01284UW   ;16/11/2012;46;5;I;6;34,5;0;Sportsbook;;;;;;;;;;;;;;;;
01152SJ   ;03/10/2012;22527_PRCH;22527;I;1;30,9828;0;Poker;;;;;;;;;;;;;;;;
